id,title,pl_source_id,pl_source_display_name,publication_year
W4213057966,The problematical nature of auditor independence: a historical perspective,S2764833774,Accounting History Review,2021
W4220735853,Gender stereotyping in public accounting: <i>Price Waterhouse v. Hopkins</i>,S2764833774,Accounting History Review,2021
W2923446354,Tax failure: New Zealand's short-lived First World War Excess Profits Tax,S2764833774,Accounting History Review,2019
W3003882409,‘But nobody talks to accountants’: the growing influence of the finance department in the advertising agency,S2764833774,Accounting History Review,2019
W3035046637,Accounting history publications 2019,S2764833774,Accounting History Review,2020
W4225147654,"Corporate capers, group accounting reforms",S2764833774,Accounting History Review,2021
W2049712342,Fabio Besta: accounting thinker and accounting history pioneer,S2764833774,Accounting History Review,2012
W2072819758,Accounting for war risk costs: management accounting change at Guinness during the First World War,S2764833774,Accounting History Review,2014
W1964641774,Credit and accounting in early modern Italy: the case of the Monte di Pietà in Bologna,S2764833774,Accounting History Review,2013
W2025442849,‘A paradise for profiteers’? The importance and treatment of profits during the First World War,S2764833774,Accounting History Review,2014
W2039452007,"The role of the state in the development of accounting in the Portuguese–Brazilian Empire, 1750–1822",S2764833774,Accounting History Review,2013
W2057609520,"‘The collector will call’: controlling philanthropy through the annual reports of the Royal Infirmary of Edinburgh, 1837–1856",S2764833774,Accounting History Review,2012
W2094176497,Innovation and pragmatism in tax design: Excess Profits Duty in the UK during the First World War,S2764833774,Accounting History Review,2014
W1995513318,Cartoons as alternative accounting: front-line supply in the First World War,S2764833774,Accounting History Review,2014
W2067205463,State accounting innovations in pre-unification Italy,S2764833774,Accounting History Review,2013
W1757784365,Merchant networks and accounting discourse: the role of accounting transactions in network relations,S2764833774,Accounting History Review,2013
W2061283988,Target costing: first and second comings,S2764833774,Accounting History Review,2012
W2062861932,The implications of supply accounting deficiencies in the Australian Army during the Second World War,S2764833774,Accounting History Review,2012
W2022633065,"Budgeting for famine in Tudor England, 1527–1528: social and policy perspectives",S2764833774,Accounting History Review,2012
W2038146421,‘Irish property should pay for Irish poverty’: accounting for the poor in pre-famine Ireland,S2764833774,Accounting History Review,2012
W2057637575,"The war, taxation and the Blackpool Tower Company",S2764833774,Accounting History Review,2014
W2037278789,‘To bind the humbler to the more influential and wealthy classes’. Reporting by savings banks in nineteenth century Britain,S2764833774,Accounting History Review,2012
W2127436254,"Commercial legislation and the emergence of corporate auditing in France, 1856–1935",S2764833774,Accounting History Review,2012
W1991396167,Doctors under the microscope: the birth of medical audit,S2764833774,Accounting History Review,2013
W2015595396,The ‘science’ of French public finances in the First World War,S2764833774,Accounting History Review,2014
W1980579937,Usurpationary closure and the professional project: the case of the Society of Incorporated Accountants and Auditors in Ireland,S2764833774,Accounting History Review,2013
W2082656438,Women in accounting occupations in the 1880 US Census,S2764833774,Accounting History Review,2013
W3121246358,Opening the door to accounting change. Transformations in Chinese public sector accounting,S2764833774,Accounting History Review,2012
W1967604960,"Historical accounts, conversations and contexts",S2764833774,Accounting History Review,2014
W2009276129,"A contextual analysis of the development and diffusion of depreciation accounting at the Bell System, 1910–37",S2764833774,Accounting History Review,2012
W2081134847,"The false balance sheets of the Bank of France and the origins of the Franc crisis, 1924–26",S2764833774,Accounting History Review,2012
W1983539070,Haskins & Sells during the First World War and its aftermath,S2764833774,Accounting History Review,2014
W2088216266,"Budgetary practices in the Ministry of War and the Ministry of Munitions in Italy, 1915–1918",S2764833774,Accounting History Review,2014
W2026574123,‘A helpless class of shareholder’: newspapers and the City of Glasgow Bank failure,S2764833774,Accounting History Review,2012
W1564592526,The spatial downgrading of accounting clerks: the case of Pont-à-Mousson,S2764833774,Accounting History Review,2014
W2067382720,The development of the accounting profession in the Holy Land since 1920: cultural memory and accounting institutions,S2764833774,Accounting History Review,2013
W2086116829,Accounting History publications 2011,S2764833774,Accounting History Review,2012
W2064054406,Civil and common law influences on the Danish auditor's responsibilities in relation to fraud,S2764833774,Accounting History Review,2014
W2008915168,Accounting History Publications 2010,S2764833774,Accounting History Review,2012
W2014813314,Exploring the clientele of an accounting firm in early twentieth century America,S2764833774,Accounting History Review,2013
W2021113688,"The internationalization of accounting policy in a soft-law context: the case of Renault, 1980–1984",S2764833774,Accounting History Review,2013
W2087708870,Accounting History publications 2012,S2764833774,Accounting History Review,2013
W2005126645,Accounting History publications 2013,S2764833774,Accounting History Review,2014
W2093144106,A history of management thought,S2764833774,Accounting History Review,2013
W1976193102,"The search for unity in the French accountancy profession, 1969–1996",S2764833774,Accounting History Review,2013
W2020656832,A country merchant 1495–1520: trading and farming at the end of the middle ages,S2764833774,Accounting History Review,2013
W2080394413,"Assessing the financial performance of Pergamon Press, 1964–1980",S2764833774,Accounting History Review,2013
W2043618409,Trade and Institutions in the Medieval Mediterranean: The Geniza Merchants and their Business World,S2764833774,Accounting History Review,2014
W2003457089,"Bread and ale for the brethren: the provisioning of Norwich Cathedral Priory, 1260–1536",S2764833774,Accounting History Review,2013
W2028402216,A history of management accounting: the British experience,S2764833774,Accounting History Review,2013
W1973709080,Personal capitalism and corporate governance: British manufacturing in the first half of the twentieth century,S2764833774,Accounting History Review,2012
W2170640735,A cultural history of finance,S2764833774,Accounting History Review,2012
W3155787985,Why is Corporate Virtue in the Eye of The Beholder? The Case of ESG Ratings,S160506855,The Accounting Review,2021
W2734902516,Foreign Institutional Investors and Corporate Voluntary Disclosure Around the World,S160506855,The Accounting Review,2019
W2977429097,Does Litigation Deter or Encourage Real Earnings Management?,S160506855,The Accounting Review,2019
W4226252580,Theory Testing and Process Evidence in Accounting Experiments,S160506855,The Accounting Review,2021
W3184727182,Out of Control: The (Over) Use of Controls in Accounting Research,S160506855,The Accounting Review,2021
W2911176254,Litigation Risk and Voluntary Disclosure: Evidence from Legal Changes,S160506855,The Accounting Review,2019
W2965392285,What Do Employees Know? Evidence from a Social Media Platform,S160506855,The Accounting Review,2019
W2979791503,Real Effects of PCAOB International Inspections,S160506855,The Accounting Review,2019
W2566782773,Rethinking Measurement of Pay Disparity and Its Relation to Firm Performance,S160506855,The Accounting Review,2019
W4376999382,Managing the Auditor-Client Relationship Through Partner Rotations: The Experiences of Audit Firm Partners,S160506855,The Accounting Review,2019
W2785738241,Managerial Ability and Income Smoothing,S160506855,The Accounting Review,2019
W2965311156,"Customer-Base Concentration, Investment, and Profitability: The U.S. Government as a Major Customer",S160506855,The Accounting Review,2019
W2978309629,The Impact of Audit Committee Information Technology Expertise on the Reliability and Timeliness of Financial Reporting,S160506855,The Accounting Review,2019
W2965226505,Concurrent Earnings Announcements and Analysts' Information Production,S160506855,The Accounting Review,2019
W2973558376,On the Relation between Financial Reporting Quality and Country Attributes: Research Challenges and Opportunities,S160506855,The Accounting Review,2019
W2905813772,Information Dissemination through Embedded Financial Analysts: Evidence from China,S160506855,The Accounting Review,2019
W3020938811,Institutional Investor Attention and Firm Disclosure,S160506855,The Accounting Review,2020
W2765894591,"East, West, Home's Best: Do Local CEOs Behave Less Myopically?",S160506855,The Accounting Review,2019
W3007464441,The Effect of Trade Secrets Law on Stock Price Synchronicity: Evidence from the Inevitable Disclosure Doctrine,S160506855,The Accounting Review,2020
W3122756445,On the Economics of Mandatory Audit Partner Rotation and Tenure: Evidence from PCAOB Data,S160506855,The Accounting Review,2020
W2912477823,Top Management Team Characteristics and Financial Reporting Quality,S160506855,The Accounting Review,2019
W2914371984,Determinants and Consequences of Quantitative Critical Accounting Estimate Disclosures,S160506855,The Accounting Review,2019
W3123849612,Conforming Tax Avoidance and Capital Market Pressure,S160506855,The Accounting Review,2019
W2957030512,Is There Information Content in Information Acquisition?,S160506855,The Accounting Review,2019
W3125948647,"CEO Behavioral Integrity, Auditor Responses, and Firm Outcomes",S160506855,The Accounting Review,2019
W3121493459,Hyperbole or Reality? Investor Response to Extreme Language in Earnings Conference Calls,S160506855,The Accounting Review,2019
